DATES,Abiemnhom,Abyei Region,Akobo,Aweil Centre,Aweil East,Aweil North,Aweil South,Aweil West,Awerial,Ayod,Baliet,Bor South,Budi,Canal-Pigi,Cueibet,Duk,Ezo,Fangak,Fashoda,Gogrial East,Gogrial West,Guit,Ibba,Ikotos,Juba,Jur River,Kajo-keji,Kapoeta East,Kapoeta North,Kapoeta South,Koch,Lafon,Lainya,Leer,Longochuk,Maban,Magwi,Maiwut,Malakal,Maridi,Mayendit,Mayom,Melut,Morobo,Mundri East,Mundri West,Mvolo,Nagero,Nyirol,Nzara,Panyijiar,Panyikang,Pariang,Pibor,Pochalla,Raja,Renk,Rubkona,Rumbek Centre,Rumbek East,Rumbek North,Tambura,Terekeka,Tonj East,Tonj North,Tonj South,Torit,Twic,Twic East,Uror,Wau,Wulu,Yambio,Yei,Yirol East,Yirol West
2014-03-01,10.08,10.53,10.39,7.58,9.09,8.68,9.08,9.19,11.64,9.74,8.51,11.12,11.1,10.49,9.5,9.5,3.75,9.74,8.51,12.32,12.32,11.27,4.16,10.74,18.86,18.58,18.86,11.1,11.1,11.1,11.27,10.74,18.86,9.74,8.77,8.77,10.74,8.77,10.49,4.16,9.74,10.08,8.62,18.86,11.64,18.86,9.5,18.58,10.39,3.75,9.5,10.49,10.93,10.94,10.94,8.68,8.73,11.27,9.5,9.5,9.5,3.75,11.64,18.58,18.58,18.58,10.74,10.53,11.12,10.39,18.58,9.5,4.16,18.86,11.12,9.5
2014-04-01,10.82,11.21,10.95,8.37,9.74,10.12,9.83,10.0,10.54,10.28,9.42,12.03,11.53,10.0,10.06,10.06,4.34,10.28,9.42,12.91,12.91,11.74,4.96,12.84,17.69,15.05,17.69,11.53,11.53,11.53,11.74,12.84,17.69,10.28,9.55,9.55,12.84,9.55,10.0,4.96,10.28,10.82,9.59,17.69,10.54,17.69,10.06,15.05,10.95,4.34,10.06,10.0,10.48,11.42,11.42,10.12,9.61,11.74,10.06,10.06,10.06,4.34,10.54,15.05,15.05,15.05,12.84,11.21,12.03,10.95,15.05,10.06,4.96,17.69,12.03,10.06
2014-05-01,10.94,11.39,10.96,10.25,9.84,10.34,10.12,10.22,11.8,10.39,9.25,13.01,11.78,10.12,10.16,10.16,4.61,10.39,9.25,13.17,13.17,11.75,5.18,13.92,16.55,14.64,16.55,11.78,11.78,11.78,11.75,13.92,16.55,10.39,9.55,9.55,13.92,9.55,10.12,5.18,10.39,10.94,9.39,16.55,11.8,16.55,10.16,14.64,10.96,4.61,10.16,10.12,9.81,11.47,11.47,10.34,9.5,11.75,10.16,10.16,10.16,4.61,11.8,14.64,14.64,14.64,13.92,11.39,13.01,10.96,14.64,10.16,5.18,16.55,13.01,10.16
2014-06-01,10.15,10.54,10.46,9.49,9.16,9.16,8.94,9.35,11.16,9.78,8.88,10.87,10.61,10.43,9.6,9.6,3.79,9.78,8.88,12.19,12.19,11.65,4.15,10.11,14.33,14.68,14.33,10.61,10.61,10.61,11.65,10.11,14.33,9.78,9.15,9.15,10.11,9.15,10.43,4.15,9.78,10.15,9.02,14.33,11.16,14.33,9.6,14.68,10.46,3.79,9.6,10.43,9.75,10.87,10.87,9.16,9.09,11.65,9.6,9.6,9.6,3.79,11.16,14.68,14.68,14.68,10.11,10.54,10.87,10.46,14.68,9.6,4.15,14.33,10.87,9.6
2014-07-01,11.72,11.72,11.7,10.38,10.94,11.8,10.74,11.23,9.49,11.02,11.17,10.92,10.11,9.23,10.98,10.98,6.6,11.02,11.17,12.49,12.49,12.18,6.37,6.32,14.32,14.59,14.32,10.11,10.11,10.11,12.18,6.32,14.32,11.02,12.59,12.59,6.32,12.59,9.23,6.37,11.02,11.72,11.53,14.32,9.49,14.32,10.98,14.59,11.7,6.6,10.98,9.23,11.97,11.56,11.56,11.8,12.13,12.18,10.98,10.98,10.98,6.6,9.49,14.59,14.59,14.59,6.32,11.72,10.92,11.7,14.59,10.98,6.37,14.32,10.92,10.98
2014-08-01,11.53,11.58,11.36,10.43,10.78,11.11,10.41,11.01,10.72,10.93,10.18,10.81,10.33,9.24,11.17,11.17,6.49,10.93,10.18,12.97,12.97,12.07,6.16,6.5,14.3,14.68,14.3,10.33,10.33,10.33,12.07,6.5,14.3,10.93,11.68,11.68,6.5,11.68,9.24,6.16,10.93,11.53,10.48,14.3,10.72,14.3,11.17,14.68,11.36,6.49,11.17,9.24,11.9,11.4,11.4,11.11,11.1,12.07,11.17,11.17,11.17,6.49,10.72,14.68,14.68,14.68,6.5,11.58,10.81,11.36,14.68,11.17,6.16,14.3,10.81,11.17
2014-09-01,11.5,11.53,11.44,10.93,10.77,10.93,10.37,10.91,10.47,10.89,10.49,9.69,10.28,16.93,11.22,11.22,6.37,10.89,10.49,12.9,12.9,12.17,6.12,9.67,10.02,12.71,10.02,10.28,10.28,10.28,12.17,9.67,10.02,10.89,11.81,11.81,9.67,11.81,16.93,6.12,10.89,11.5,10.82,10.02,10.47,10.02,11.22,12.71,11.44,6.37,11.22,16.93,11.31,11.43,11.43,10.93,11.36,12.17,11.22,11.22,11.22,6.37,10.47,12.71,12.71,12.71,9.67,11.53,9.69,11.44,12.71,11.22,6.12,10.02,9.69,11.22
2014-10-01,11.5,11.55,11.41,10.49,10.78,10.96,10.4,10.94,10.53,10.89,10.34,11.76,10.31,18.7,11.2,11.2,6.35,10.89,10.34,12.91,12.91,12.13,6.1,6.01,10.03,12.61,10.03,10.31,10.31,10.31,12.13,6.01,10.03,10.89,11.73,11.73,6.01,11.73,18.7,6.1,10.89,11.5,10.67,10.03,10.53,10.03,11.2,12.61,11.41,6.35,11.2,18.7,11.28,11.42,11.42,10.96,11.27,12.13,11.2,11.2,11.2,6.35,10.53,12.61,12.61,12.61,6.01,11.55,11.76,11.41,12.61,11.2,6.1,10.03,11.76,11.2
2014-11-01,11.88,11.99,11.43,10.48,11.26,11.54,10.74,11.38,10.97,11.24,10.43,10.74,10.71,20.54,13.21,13.21,6.72,11.24,10.43,13.45,13.45,11.63,6.5,6.51,10.04,12.81,10.04,10.71,10.71,10.71,11.63,6.51,10.04,11.24,11.77,11.77,6.51,11.77,20.54,6.5,11.24,11.88,10.75,10.04,10.97,10.04,13.21,12.81,11.43,6.72,13.21,20.54,12.0,11.42,11.42,11.54,11.29,11.63,13.21,13.21,13.21,6.72,10.97,12.81,12.81,12.81,6.51,11.99,10.74,11.43,12.81,13.21,6.5,10.04,10.74,13.21
2014-12-01,11.83,11.91,11.36,11.83,11.51,11.82,10.88,11.67,10.56,11.23,10.4,11.67,10.79,20.37,12.4,12.4,6.91,11.23,10.4,13.52,13.52,22.31,6.67,6.05,11.12,16.2,11.12,10.79,10.79,10.79,22.31,6.05,11.12,11.23,11.66,11.66,6.05,11.66,20.37,6.67,11.23,11.83,10.72,11.12,10.56,11.12,12.4,16.2,11.36,6.91,12.4,20.37,12.09,11.38,11.38,11.82,11.19,22.31,12.4,12.4,12.4,6.91,10.56,16.2,16.2,16.2,6.05,11.91,11.67,11.36,16.2,12.4,6.67,11.12,11.67,12.4
2015-01-01,11.89,11.95,11.36,12.12,11.57,11.76,10.93,11.69,10.64,11.3,10.4,11.91,10.82,10.55,14.64,14.64,6.96,11.3,10.4,13.57,13.57,13.1,6.7,8.33,11.12,14.37,11.12,10.82,10.82,10.82,13.1,8.33,11.12,11.3,11.63,11.63,8.33,11.63,10.55,6.7,11.3,11.89,10.73,11.12,10.64,11.12,14.64,14.37,11.36,6.96,14.64,10.55,11.81,11.38,11.38,11.76,11.18,13.1,14.64,14.64,14.64,6.96,10.64,14.37,14.37,14.37,8.33,11.95,11.91,11.36,14.37,14.64,6.7,11.12,11.91,14.64
2015-02-01,12.08,12.34,11.13,12.16,11.72,11.86,11.61,11.84,11.4,11.37,9.86,11.23,10.63,8.23,14.26,14.26,7.01,11.37,9.86,13.4,13.4,11.54,6.87,7.69,14.08,13.33,14.08,10.63,10.63,10.63,11.54,7.69,14.08,11.37,11.07,11.07,7.69,11.07,8.23,6.87,11.37,12.08,10.22,14.08,11.4,14.08,14.26,13.33,11.13,7.01,14.26,8.23,11.78,11.2,11.2,11.86,10.8,11.54,14.26,14.26,14.26,7.01,11.4,13.33,13.33,13.33,7.69,12.34,11.23,11.13,13.33,14.26,6.87,14.08,11.23,14.26
2015-03-01,12.21,12.44,11.24,12.6,11.89,11.99,11.73,11.95,11.38,11.51,10.09,11.63,10.8,10.06,14.36,14.36,7.1,11.51,10.09,13.62,13.62,15.44,6.99,6.69,13.84,12.35,13.84,10.8,10.8,10.8,15.44,6.69,13.84,11.51,11.18,11.18,6.69,11.18,10.06,6.99,11.51,12.21,10.43,13.84,11.38,13.84,14.36,12.35,11.24,7.1,14.36,10.06,12.1,11.31,11.31,11.99,10.92,15.44,14.36,14.36,14.36,7.1,11.38,12.35,12.35,12.35,6.69,12.44,11.63,11.24,12.35,14.36,6.99,13.84,11.63,14.36
2015-04-01,12.42,12.77,11.2,13.67,12.14,12.3,12.34,12.2,11.09,11.6,9.92,9.9,10.93,11.48,14.79,14.79,7.07,11.6,9.92,13.68,13.68,10.58,7.17,7.68,13.28,11.17,13.28,10.93,10.93,10.93,10.58,7.68,13.28,11.6,11.05,11.05,7.68,11.05,11.48,7.17,11.6,12.42,10.31,13.28,11.09,13.28,14.79,11.17,11.2,7.07,14.79,11.48,12.5,11.33,11.33,12.3,10.86,10.58,14.79,14.79,14.79,7.07,11.09,11.17,11.17,11.17,7.68,12.77,9.9,11.2,11.17,14.79,7.17,13.28,9.9,14.79
2015-05-01,12.97,14.06,11.34,17.31,12.96,13.32,14.13,13.05,12.63,11.74,10.01,12.39,11.42,10.16,15.72,15.72,6.45,11.74,10.01,14.12,14.12,10.55,7.92,10.7,17.7,11.41,17.7,11.42,11.42,11.42,10.55,10.7,17.7,11.74,11.08,11.08,10.7,11.08,10.16,7.92,11.74,12.97,10.46,17.7,12.63,17.7,15.72,11.41,11.34,6.45,15.72,10.16,12.61,11.56,11.56,13.32,11.12,10.55,15.72,15.72,15.72,6.45,12.63,11.41,11.41,11.41,10.7,14.06,12.39,11.34,11.41,15.72,7.92,17.7,12.39,15.72
2015-06-01,15.83,17.2,12.41,20.86,16.49,18.4,17.85,16.98,12.26,12.06,9.49,12.53,12.71,10.98,13.4,13.4,10.18,12.06,9.49,16.49,16.49,11.33,12.13,12.49,32.31,11.72,32.31,12.71,12.71,12.71,11.33,12.49,32.31,12.06,10.93,10.93,12.49,10.93,10.98,12.13,12.06,15.83,9.98,32.31,12.26,32.31,13.4,11.72,12.41,10.18,13.4,10.98,13.48,13.26,13.26,18.4,11.0,11.33,13.4,13.4,13.4,10.18,12.26,11.72,11.72,11.72,12.49,17.2,12.53,12.41,11.72,13.4,12.13,32.31,12.53,13.4
2015-07-01,18.23,19.61,14.72,23.09,18.85,20.4,19.84,19.31,12.04,14.21,11.95,18.38,14.9,12.38,14.51,14.51,15.52,14.21,11.95,20.44,20.44,15.19,13.74,14.61,23.64,16.63,23.64,14.9,14.9,14.9,15.19,14.61,23.64,14.21,13.23,13.23,14.61,13.23,12.38,13.74,14.21,18.23,12.58,23.64,12.04,23.64,14.51,16.63,14.72,15.52,14.51,12.38,15.39,15.72,15.72,20.4,13.53,15.19,14.51,14.51,14.51,15.52,12.04,16.63,16.63,16.63,14.61,19.61,18.38,14.72,16.63,14.51,13.74,23.64,18.38,14.51
2015-08-01,22.29,24.99,17.6,20.96,22.44,24.27,21.7,22.96,10.35,17.23,14.19,27.26,17.88,15.3,19.96,19.96,22.67,17.23,14.19,21.14,21.14,20.86,16.49,16.57,20.36,26.6,20.36,17.88,17.88,17.88,20.86,16.57,20.36,17.23,15.97,15.97,16.57,15.97,15.3,16.49,17.23,22.29,14.85,20.36,10.35,20.36,19.96,26.6,17.6,22.67,19.96,15.3,18.76,18.93,18.93,24.27,16.25,20.86,19.96,19.96,19.96,22.67,10.35,26.6,26.6,26.6,16.57,24.99,27.26,17.6,26.6,19.96,16.49,20.36,27.26,19.96
2015-09-01,21.34,23.37,16.99,20.95,21.96,21.9,21.4,22.07,14.53,16.72,13.43,26.06,17.37,15.22,26.71,26.71,21.36,16.72,13.43,20.76,20.76,24.76,16.04,16.58,23.87,21.28,23.87,17.37,17.37,17.37,24.76,16.58,23.87,16.72,15.52,15.52,16.58,15.52,15.22,16.04,16.72,21.34,14.14,23.87,14.53,23.87,26.71,21.28,16.99,21.36,26.71,15.22,19.46,18.02,18.02,21.9,15.64,24.76,26.71,26.71,26.71,21.36,14.53,21.28,21.28,21.28,16.58,23.37,26.06,16.99,21.28,26.71,16.04,23.87,26.06,26.71
2015-10-01,24.94,27.6,20.5,20.94,25.46,26.62,24.07,25.83,14.96,19.2,16.68,25.96,20.55,17.47,25.86,25.86,11.97,19.2,16.68,31.57,31.57,12.76,18.62,18.75,28.87,21.07,28.87,20.55,20.55,20.55,12.76,18.75,28.87,19.2,18.51,18.51,18.75,18.51,17.47,18.62,19.2,24.94,17.52,28.87,14.96,28.87,25.86,21.07,20.5,11.97,25.86,17.47,21.47,21.94,21.94,26.62,19.0,12.76,25.86,25.86,25.86,11.97,14.96,21.07,21.07,21.07,18.75,27.6,25.96,20.5,21.07,25.86,18.62,28.87,25.96,25.86
2015-11-01,28.9,31.79,23.91,19.49,29.44,31.03,27.36,29.97,14.17,22.55,19.36,22.24,23.91,21.76,27.57,27.57,16.74,22.55,19.36,40.08,40.08,25.61,21.45,21.67,36.88,26.54,36.88,23.91,23.91,23.91,25.61,21.67,36.88,22.55,21.8,21.8,21.67,21.8,21.76,21.45,22.55,28.9,20.32,36.88,14.17,36.88,27.57,26.54,23.91,16.74,27.57,21.76,24.13,25.56,25.56,31.03,22.21,25.61,27.57,27.57,27.57,16.74,14.17,26.54,26.54,26.54,21.67,31.79,22.24,23.91,26.54,27.57,21.45,36.88,22.24,27.57
2015-12-01,26.26,29.82,21.59,25.49,27.3,26.26,26.36,27.22,20.97,20.55,16.96,26.85,21.86,20.58,32.85,32.85,16.74,20.55,16.96,41.74,41.74,24.25,19.8,20.58,43.47,29.14,43.47,21.86,21.86,21.86,24.25,20.58,43.47,20.55,19.8,19.8,20.58,19.8,20.58,19.8,20.55,26.26,17.97,43.47,20.97,43.47,32.85,29.14,21.59,16.74,32.85,20.58,23.68,22.68,22.68,26.26,20.05,24.25,32.85,32.85,32.85,16.74,20.97,29.14,29.14,29.14,20.58,29.82,26.85,21.59,29.14,32.85,19.8,43.47,26.85,32.85
2016-01-01,27.19,30.46,22.84,30.55,28.26,27.87,26.96,28.29,29.57,21.25,18.33,29.01,22.88,21.26,33.21,33.21,21.51,21.25,18.33,41.77,41.77,26.61,20.32,20.95,43.7,26.8,43.7,22.88,22.88,22.88,26.61,20.95,43.7,21.25,20.74,20.74,20.95,20.74,21.26,20.32,21.25,27.19,19.41,43.7,29.57,43.7,33.21,26.8,22.84,21.51,33.21,21.26,24.94,24.0,24.0,27.87,21.32,26.61,33.21,33.21,33.21,21.51,29.57,26.8,26.8,26.8,20.95,30.46,29.01,22.84,26.8,33.21,20.32,43.7,29.01,33.21
2016-02-01,34.23,35.33,29.24,40.26,34.86,37.14,36.18,35.51,37.35,27.1,24.27,29.72,28.96,38.22,41.43,41.43,20.97,27.1,24.27,45.15,45.15,25.28,25.24,26.15,40.32,39.27,40.32,28.96,28.96,28.96,25.28,26.15,40.32,27.1,26.67,26.67,26.15,26.67,38.22,25.24,27.1,34.23,25.33,40.32,37.35,40.32,41.43,39.27,29.24,20.97,41.43,38.22,30.49,31.08,31.08,37.14,27.48,25.28,41.43,41.43,41.43,20.97,37.35,39.27,39.27,39.27,26.15,35.33,29.72,29.24,39.27,41.43,25.24,40.32,29.72,41.43
2016-03-01,46.44,47.79,41.18,45.88,49.59,53.85,49.07,50.96,40.0,38.51,36.98,40.15,41.39,30.84,30.46,30.46,28.1,38.51,36.98,46.99,46.99,37.78,37.84,31.24,46.6,58.21,46.6,41.39,41.39,41.39,37.78,31.24,46.6,38.51,38.94,38.94,31.24,38.94,30.84,37.84,38.51,46.44,38.07,46.6,40.0,46.6,30.46,58.21,41.18,28.1,30.46,30.84,46.32,44.36,44.36,53.85,39.81,37.78,30.46,30.46,30.46,28.1,40.0,58.21,58.21,58.21,31.24,47.79,40.15,41.18,58.21,30.46,37.84,46.6,40.15,30.46
2016-04-01,53.24,53.29,49.55,46.61,59.63,62.29,56.52,59.72,44.73,45.88,43.48,45.58,49.13,35.42,40.46,40.46,35.83,45.88,43.48,48.01,48.01,29.14,44.1,30.83,66.2,44.5,66.2,49.13,49.13,49.13,29.14,30.83,66.2,45.88,45.93,45.93,30.83,45.93,35.42,44.1,45.88,53.24,43.72,66.2,44.73,66.2,40.46,44.5,49.55,35.83,40.46,35.42,63.87,52.77,52.77,62.29,45.83,29.14,40.46,40.46,40.46,35.83,44.73,44.5,44.5,44.5,30.83,53.29,45.58,49.55,44.5,40.46,44.1,66.2,45.58,40.46
2016-05-01,41.85,46.63,37.42,44.5,46.86,40.79,44.16,45.1,57.92,35.34,30.67,59.18,37.9,36.68,33.47,33.47,44.38,35.34,30.67,52.6,52.6,40.81,35.39,32.41,55.69,46.55,55.69,37.9,37.9,37.9,40.81,32.41,55.69,35.34,35.07,35.07,32.41,35.07,36.68,35.39,35.34,41.85,31.89,55.69,57.92,55.69,33.47,46.55,37.42,44.38,33.47,36.68,57.77,38.72,38.72,40.79,35.21,40.81,33.47,33.47,33.47,44.38,57.92,46.55,46.55,46.55,32.41,46.63,59.18,37.42,46.55,33.47,35.39,55.69,59.18,33.47
2016-06-01,49.83,50.33,47.07,62.24,56.3,56.05,54.0,55.52,41.37,42.26,41.39,48.23,46.51,39.34,46.0,46.0,54.32,42.26,41.39,57.86,57.86,58.13,41.11,55.49,72.67,47.12,72.67,46.51,46.51,46.51,58.13,55.49,72.67,42.26,43.02,43.02,55.49,43.02,39.34,41.11,42.26,49.83,42.29,72.67,41.37,72.67,46.0,47.12,47.07,54.32,46.0,39.34,66.08,49.46,49.46,56.05,44.1,58.13,46.0,46.0,46.0,54.32,41.37,47.12,47.12,47.12,55.49,50.33,48.23,47.07,47.12,46.0,41.11,72.67,48.23,46.0
2016-07-01,61.63,64.48,61.17,96.32,75.21,80.4,79.17,75.96,50.18,54.78,55.7,60.46,61.01,33.91,49.49,49.49,47.85,54.78,55.7,64.68,64.68,57.5,51.45,62.63,79.12,49.17,79.12,61.01,61.01,61.01,57.5,62.63,79.12,54.78,55.98,55.98,62.63,55.98,33.91,51.45,54.78,61.63,55.66,79.12,50.18,79.12,49.49,49.17,61.17,47.85,49.49,33.91,88.83,64.22,64.22,80.4,55.63,57.5,49.49,49.49,49.49,47.85,50.18,49.17,49.17,49.17,62.63,64.48,60.46,61.17,49.17,49.49,51.45,79.12,60.46,49.49
2016-08-01,77.52,78.18,80.8,132.3,103.3,109.56,106.54,105.16,63.12,72.66,78.62,77.57,80.25,54.63,48.19,48.19,42.99,72.66,78.62,85.3,85.3,64.58,61.81,80.32,63.92,64.28,63.92,80.25,80.25,80.25,64.58,80.32,63.92,72.66,75.15,75.15,80.32,75.15,54.63,61.81,72.66,77.52,78.75,63.92,63.12,63.92,48.19,64.28,80.8,42.99,48.19,54.63,70.92,86.15,86.15,109.56,70.05,64.58,48.19,48.19,48.19,42.99,63.12,64.28,64.28,64.28,80.32,78.18,77.57,80.8,64.28,48.19,61.81,63.92,77.57,48.19
2016-09-01,86.36,100.61,99.31,135.79,134.77,140.17,148.23,134.26,77.98,90.32,104.19,98.38,96.87,63.49,50.14,50.14,54.19,90.32,104.19,103.44,103.44,106.92,81.46,72.32,69.29,96.75,69.29,96.87,96.87,96.87,106.92,72.32,69.29,90.32,91.39,91.39,72.32,91.39,63.49,81.46,90.32,86.36,91.72,69.29,77.98,69.29,50.14,96.75,99.31,54.19,50.14,63.49,63.02,97.47,97.47,140.17,84.84,106.92,50.14,50.14,50.14,54.19,77.98,96.75,96.75,96.75,72.32,100.61,98.38,99.31,96.75,50.14,81.46,69.29,98.38,50.14
2016-10-01,98.37,104.05,112.27,195.99,147.44,143.96,164.8,145.08,99.83,102.85,116.03,99.48,108.01,91.88,84.59,84.59,70.5,102.85,116.03,114.71,114.71,107.84,90.65,139.11,79.19,95.7,79.19,108.01,108.01,108.01,107.84,139.11,79.19,102.85,105.81,105.81,139.11,105.81,91.88,90.65,102.85,98.37,107.99,79.19,99.83,79.19,84.59,95.7,112.27,70.5,84.59,91.88,47.34,111.33,111.33,143.96,99.05,107.84,84.59,84.59,84.59,70.5,99.83,95.7,95.7,95.7,139.11,104.05,99.48,112.27,95.7,84.59,90.65,79.19,99.48,84.59
2016-11-01,92.81,100.05,106.15,139.74,142.34,128.99,157.19,137.5,95.72,96.32,106.2,91.46,103.16,88.09,107.14,107.14,105.38,96.32,106.2,111.04,111.04,91.02,86.78,129.59,124.53,103.19,124.53,103.16,103.16,103.16,91.02,129.59,124.53,96.32,99.62,99.62,129.59,99.62,88.09,86.78,96.32,92.81,98.7,124.53,95.72,124.53,107.14,103.19,106.15,105.38,107.14,88.09,50.66,103.16,103.16,128.99,93.14,91.02,107.14,107.14,107.14,105.38,95.72,103.19,103.19,103.19,129.59,100.05,91.46,106.15,103.19,107.14,86.78,124.53,91.46,107.14
2016-12-01,106.35,119.25,125.07,165.16,158.06,151.87,169.07,155.58,115.68,112.14,132.43,115.55,116.87,106.43,115.3,115.3,90.28,112.14,132.43,122.9,122.9,88.19,98.61,111.75,174.27,104.54,174.27,116.87,116.87,116.87,88.19,111.75,174.27,112.14,118.13,118.13,111.75,118.13,106.43,98.61,112.14,106.35,123.07,174.27,115.68,174.27,115.3,104.54,125.07,90.28,115.3,106.43,56.18,121.68,121.68,151.87,112.24,88.19,115.3,115.3,115.3,90.28,115.68,104.54,104.54,104.54,111.75,119.25,115.55,125.07,104.54,115.3,98.61,174.27,115.55,115.3
2017-01-01,111.76,128.18,130.42,194.71,166.11,156.95,182.45,162.77,136.55,118.31,134.77,128.09,122.57,114.04,114.5,114.5,99.63,118.31,134.77,130.24,130.24,124.88,103.64,125.77,183.36,104.35,183.36,122.57,122.57,122.57,124.88,125.77,183.36,118.31,125.12,125.12,125.77,125.12,114.04,103.64,118.31,111.76,126.36,183.36,136.55,183.36,114.5,104.35,130.42,99.63,114.5,114.04,78.21,125.66,125.66,156.95,118.47,124.88,114.5,114.5,114.5,99.63,136.55,104.35,104.35,104.35,125.77,128.18,128.09,130.42,104.35,114.5,103.64,183.36,128.09,114.5
2017-02-01,133.14,142.41,159.31,223.2,190.35,187.33,205.01,188.66,177.04,145.6,176.45,122.64,144.25,146.04,172.73,172.73,101.98,145.6,176.45,150.21,150.21,132.44,124.76,125.47,223.24,128.36,223.24,144.25,144.25,144.25,132.44,125.47,223.24,145.6,156.12,156.12,125.47,156.12,146.04,124.76,145.6,133.14,163.46,223.24,177.04,223.24,172.73,128.36,159.31,101.98,172.73,146.04,71.99,152.4,152.4,187.33,150.49,132.44,172.73,172.73,172.73,101.98,177.04,128.36,128.36,128.36,125.47,142.41,122.64,159.31,128.36,172.73,124.76,223.24,122.64,172.73
2017-03-01,149.17,154.6,176.48,183.61,197.31,192.88,192.57,197.87,176.72,168.74,198.89,165.84,158.33,178.48,185.81,185.81,104.22,168.74,198.89,163.62,163.62,118.84,147.93,122.58,221.34,158.15,221.34,158.33,158.33,158.33,118.84,122.58,221.34,168.74,181.45,181.45,122.58,181.45,178.48,147.93,168.74,149.17,181.95,221.34,176.72,221.34,185.81,158.15,176.48,104.22,185.81,178.48,92.57,162.47,162.47,192.88,177.49,118.84,185.81,185.81,185.81,104.22,176.72,158.15,158.15,158.15,122.58,154.6,165.84,176.48,158.15,185.81,147.93,221.34,165.84,185.81
2017-04-01,169.89,177.29,203.21,175.99,218.32,217.57,207.51,220.22,171.44,194.91,234.1,191.96,178.56,210.81,211.69,211.69,130.51,194.91,234.1,182.02,182.02,114.25,169.92,127.44,320.98,151.38,320.98,178.56,178.56,178.56,114.25,127.44,320.98,194.91,211.41,211.41,127.44,211.41,210.81,169.92,194.91,169.89,215.06,320.98,171.44,320.98,211.69,151.38,203.21,130.51,211.69,210.81,92.82,186.88,186.88,217.57,209.05,114.25,211.69,211.69,211.69,130.51,171.44,151.38,151.38,151.38,127.44,177.29,191.96,203.21,151.38,211.69,169.92,320.98,191.96,211.69
2017-05-01,223.29,221.4,260.32,191.55,264.81,280.29,245.77,273.56,232.83,257.55,300.7,204.81,228.93,264.78,195.92,195.92,185.13,257.55,300.7,182.48,182.48,115.93,230.44,132.31,391.16,149.47,391.16,228.93,228.93,228.93,115.93,132.31,391.16,257.55,281.13,281.13,132.31,281.13,264.78,230.44,257.55,223.29,274.02,391.16,232.83,391.16,195.92,149.47,260.32,185.13,195.92,264.78,124.22,230.17,230.17,280.29,288.17,115.93,195.92,195.92,195.92,185.13,232.83,149.47,149.47,149.47,132.31,221.4,204.81,260.32,149.47,195.92,230.44,391.16,204.81,195.92
2017-06-01,202.64,202.67,237.1,190.75,252.05,241.15,233.26,254.14,315.41,235.14,263.17,261.03,210.7,258.81,217.85,217.85,231.35,235.14,263.17,164.32,164.32,169.05,213.77,185.71,254.53,281.75,254.53,210.7,210.7,210.7,169.05,185.71,254.53,235.14,255.21,255.21,185.71,255.21,258.81,213.77,235.14,202.64,243.61,254.53,315.41,254.53,217.85,281.75,237.1,231.35,217.85,258.81,133.67,210.35,210.35,241.15,254.68,169.05,217.85,217.85,217.85,231.35,315.41,281.75,281.75,281.75,185.71,202.67,261.03,237.1,281.75,217.85,213.77,254.53,261.03,217.85
2017-07-01,248.16,248.9,254.63,322.12,267.53,255.76,283.41,264.85,276.23,271.27,308.93,305.24,221.59,289.18,240.25,240.25,269.31,271.27,308.93,326.89,326.89,177.3,229.36,188.28,274.76,392.87,274.76,221.59,221.59,221.59,177.3,188.28,274.76,271.27,291.76,291.76,188.28,291.76,289.18,229.36,271.27,248.16,274.81,274.76,276.23,274.76,240.25,392.87,254.63,269.31,240.25,289.18,139.28,212.45,212.45,255.76,300.65,177.3,240.25,240.25,240.25,269.31,276.23,392.87,392.87,392.87,188.28,248.9,305.24,254.63,392.87,240.25,229.36,274.76,305.24,240.25
2017-08-01,237.94,239.52,251.08,264.78,266.54,253.84,264.25,264.73,278.07,261.83,291.58,208.96,220.47,291.01,239.88,239.88,242.53,261.83,291.58,297.0,297.0,206.31,226.62,200.61,292.53,433.34,292.53,220.47,220.47,220.47,206.31,200.61,292.53,261.83,284.55,284.55,200.61,284.55,291.01,226.62,261.83,237.94,264.56,292.53,278.07,292.53,239.88,433.34,251.08,242.53,239.88,291.01,198.38,211.95,211.95,253.84,289.91,206.31,239.88,239.88,239.88,242.53,278.07,433.34,433.34,433.34,200.61,239.52,208.96,251.08,433.34,239.88,226.62,292.53,208.96,239.88
2017-09-01,327.79,311.93,334.64,261.14,334.48,354.03,334.39,342.17,273.98,341.91,399.42,295.96,290.16,359.81,218.94,218.94,203.15,341.91,399.42,344.11,344.11,264.02,287.04,201.78,269.92,395.34,269.92,290.16,290.16,290.16,264.02,201.78,269.92,341.91,389.17,389.17,201.78,389.17,359.81,287.04,341.91,327.79,360.82,269.92,273.98,269.92,218.94,395.34,334.64,203.15,218.94,359.81,137.33,275.32,275.32,354.03,413.4,264.02,218.94,218.94,218.94,203.15,273.98,395.34,395.34,395.34,201.78,311.93,295.96,334.64,395.34,218.94,287.04,269.92,295.96,218.94
